Base;Fecha;Año;Mes;Temperatura
Orcadas;1/7/2014;2014;7;-18
Orcadas;1/8/2014;2014;8;-17
Orcadas;1/9/2014;2014;9;-14
Orcadas;1/10/2014;2014;10;-11
Orcadas;1/11/2014;2014;11;-9
Orcadas;1/12/2014;2014;12;-6
San Martín;1/1/2014;2014;1;2
San Martín;1/2/2014;2014;2;0
San Martín;1/3/2014;2014;3;-2
San Martín;1/4/2014;2014;4;-5
San Martín;1/5/2014;2014;5;-7
San Martín;1/6/2014;2014;6;-10
San Martín;1/7/2014;2014;7;-12
San Martín;1/8/2014;2014;8;-11
San Martín;1/9/2014;2014;9;-8
San Martín;1/10/2014;2014;10;-5
San Martín;1/11/2014;2014;11;-3
San Martín;1/12/2014;2014;12;1
Belgrano II;1/1/2014;2014;1;-6
Belgrano II;1/2/2014;2014;2;-8
Belgrano II;1/3/2014;2014;3;-10
Belgrano II;1/4/2014;2014;4;-13
Belgrano II;1/5/2014;2014;5;-15
Belgrano II;1/6/2014;2014;6;-18
Belgrano II;1/7/2014;2014;7;-20
Belgrano II;1/8/2014;2014;8;-19
Belgrano II;1/9/2014;2014;9;-15
Belgrano II;1/10/2014;2014;10;-12
Belgrano II;1/11/2014;2014;11;-10
Belgrano II;1/12/2014;2014;12;-7
Cámara;1/1/2014;2014;1;0
Cámara;1/2/2014;2014;2;-2
Cámara;1/3/2014;2014;3;-4
Cámara;1/4/2014;2014;4;-7
Cámara;1/5/2014;2014;5;-9
Cámara;1/6/2014;2014;6;-12
Cámara;1/7/2014;2014;7;-14
Cámara;1/8/2014;2014;8;-13
Cámara;1/9/2014;2014;9;-10
Cámara;1/10/2014;2014;10;-7
Cámara;1/11/2014;2014;11;-5
Cámara;1/12/2014;2014;12;-2
Decepción;1/1/2014;2014;1;-1
Decepción;1/2/2014;2014;2;-3
Decepción;1/3/2014;2014;3;-5
Decepción;1/4/2014;2014;4;-8
Decepción;1/5/2014;2014;5;-10
Decepción;1/6/2014;2014;6;-13
Decepción;1/7/2014;2014;7;-15
Decepción;1/8/2014;2014;8;-14
Decepción;1/9/2014;2014;9;-11
Decepción;1/10/2014;2014;10;-8
Decepción;1/11/2014;2014;11;-6
Decepción;1/12/2014;2014;12;-3
Primavera;1/1/2014;2014;1;1
Primavera;1/2/2014;2014;2;-1
Primavera;1/3/2014;2014;3;-3
Primavera;1/4/2014;2014;4;-6
Primavera;1/5/2014;2014;5;-8
Primavera;1/6/2014;2014;6;-11
Primavera;1/7/2014;2014;7;-13
Primavera;1/8/2014;2014;8;-12
Primavera;1/9/2014;2014;9;-9
Primavera;1/10/2014;2014;10;-6
Primavera;1/11/2014;2014;11;-4
Primavera;1/12/2014;2014;12;0
Melchior;1/1/2014;2014;1;-4
Melchior;1/2/2014;2014;2;-6
Melchior;1/3/2014;2014;3;-8
Melchior;1/4/2014;2014;4;-11
Melchior;1/5/2014;2014;5;-13
Melchior;1/6/2014;2014;6;-16
Melchior;1/7/2014;2014;7;-18
Melchior;1/8/2014;2014;8;-17
Melchior;1/9/2014;2014;9;-14
Melchior;1/10/2014;2014;10;-11
Melchior;1/11/2014;2014;11;-9
Melchior;1/12/2014;2014;12;-6
Brown;1/1/2014;2014;1;-5
Brown;1/2/2014;2014;2;-7
Brown;1/3/2014;2014;3;-9
Brown;1/4/2014;2014;4;-12
Brown;1/5/2014;2014;5;-14
Brown;1/6/2014;2014;6;-17
Brown;1/7/2014;2014;7;-19
Brown;1/8/2014;2014;8;-18
Brown;1/9/2014;2014;9;-15
Brown;1/10/2014;2014;10;-12
Brown;1/11/2014;2014;11;-10
Brown;1/12/2014;2014;12;-7
Petrel;1/1/2014;2014;1;-4
Petrel;1/2/2014;2014;2;-6
Petrel;1/3/2014;2014;3;-8
Petrel;1/4/2014;2014;4;-11
Petrel;1/5/2014;2014;5;-13
Petrel;1/6/2014;2014;6;-16
Petrel;1/7/2014;2014;7;-18
Petrel;1/8/2014;2014;8;-17
Petrel;1/9/2014;2014;9;-14
Petrel;1/10/2014;2014;10;-11
Petrel;1/11/2014;2014;11;-9
Petrel;1/12/2014;2014;12;-6
Matienzo;1/1/2014;2014;1;-2
Matienzo;1/2/2014;2014;2;-4
Matienzo;1/3/2014;2014;3;-6
Matienzo;1/4/2014;2014;4;-9
Matienzo;1/5/2014;2014;5;-11
Matienzo;1/6/2014;2014;6;-14
Matienzo;1/7/2014;2014;7;-16
Matienzo;1/8/2014;2014;8;-15
Matienzo;1/9/2014;2014;9;-12
Matienzo;1/10/2014;2014;10;-9
Matienzo;1/11/2014;2014;11;-7
Matienzo;1/12/2014;2014;12;-4
Carlini;1/1/2015;2015;1;0
Carlini;1/2/2015;2015;2;-2
Carlini;1/3/2015;2015;3;-4
Carlini;1/4/2015;2015;4;-7
Carlini;1/5/2015;2015;5;-9
Carlini;1/6/2015;2015;6;-12
Carlini;1/7/2015;2015;7;-14
Carlini;1/8/2015;2015;8;-13
Carlini;1/9/2015;2015;9;-10
Carlini;1/10/2015;2015;10;-7
Carlini;1/11/2015;2015;11;-5
Carlini;1/12/2015;2015;12;-2
Esperanza;1/1/2015;2015;1;1
Esperanza;1/2/2015;2015;2;-1
Esperanza;1/3/2015;2015;3;-3
Esperanza;1/4/2015;2015;4;-6
Esperanza;1/5/2015;2015;5;-8
Esperanza;1/6/2015;2015;6;-11
Esperanza;1/7/2015;2015;7;-13
Esperanza;1/8/2015;2015;8;-12
Esperanza;1/9/2015;2015;9;-9
Esperanza;1/10/2015;2015;10;-6
Esperanza;1/11/2015;2015;11;-4
Esperanza;1/12/2015;2015;12;0
Marambio;1/1/2015;2015;1;-2
Marambio;1/2/2015;2015;2;-4
Marambio;1/3/2015;2015;3;-6
Marambio;1/4/2015;2015;4;-9
Marambio;1/5/2015;2015;5;-11
Marambio;1/6/2015;2015;6;-14
Marambio;1/7/2015;2015;7;-16
Marambio;1/8/2015;2015;8;-15
Marambio;1/9/2015;2015;9;-12
Marambio;1/10/2015;2015;10;-9
Marambio;1/11/2015;2015;11;-7
Marambio;1/12/2015;2015;12;-4
Orcadas;1/1/2015;2015;1;-3
Orcadas;1/2/2015;2015;2;-5
Orcadas;1/3/2015;2015;3;-7
Orcadas;1/4/2015;2015;4;-10
Orcadas;1/5/2015;2015;5;-12
Orcadas;1/6/2015;2015;6;-15
Orcadas;1/7/2015;2015;7;-17
Orcadas;1/8/2015;2015;8;-16
Orcadas;1/9/2015;2015;9;-13
Orcadas;1/10/2015;2015;10;-10
Orcadas;1/11/2015;2015;11;-8
Orcadas;1/12/2015;2015;12;-5
San Martín;1/1/2015;2015;1;2
San Martín;1/2/2015;2015;2;0
San Martín;1/3/2015;2015;3;-2
San Martín;1/4/2015;2015;4;-5
San Martín;1/5/2015;2015;5;-7
San Martín;1/6/2015;2015;6;-10
San Martín;1/7/2015;2015;7;-12
San Martín;1/8/2015;2015;8;-11
San Martín;1/9/2015;2015;9;-8
San Martín;1/10/2015;2015;10;-5
San Martín;1/11/2015;2015;11;-3
San Martín;1/12/2015;2015;12;1
Belgrano II;1/1/2015;2015;1;-6
Belgrano II;1/2/2015;2015;2;-8
Belgrano II;1/3/2015;2015;3;-10
Belgrano II;1/4/2015;2015;4;-13
Belgrano II;1/5/2015;2015;5;-15
Belgrano II;1/6/2015;2015;6;-18
Belgrano II;1/7/2015;2015;7;-20
Belgrano II;1/8/2015;2015;8;-19
Belgrano II;1/9/2015;2015;9;-15
Belgrano II;1/10/2015;2015;10;-12
Belgrano II;1/11/2015;2015;11;-10
Belgrano II;1/12/2015;2015;12;-7
Cámara;1/1/2015;2015;1;0
Cámara;1/2/2015;2015;2;-2
Cámara;1/3/2015;2015;3;-4
Cámara;1/4/2015;2015;4;-7
Cámara;1/5/2015;2015;5;-9
Cámara;1/6/2015;2015;6;-12
Cámara;1/7/2015;2015;7;-14
Cámara;1/8/2015;2015;8;-13
Cámara;1/9/2015;2015;9;-10
Cámara;1/10/2015;2015;10;-7
Cámara;1/11/2015;2015;11;-5
Cámara;1/12/2015;2015;12;-2
Decepción;1/1/2015;2015;1;-1
Decepción;1/2/2015;2015;2;-3
Decepción;1/3/2015;2015;3;-5
Decepción;1/4/2015;2015;4;-8
Decepción;1/5/2015;2015;5;-10
Decepción;1/6/2015;2015;6;-13
Decepción;1/7/2015;2015;7;-15
Decepción;1/8/2015;2015;8;-14
Decepción;1/9/2015;2015;9;-11
Decepción;1/10/2015;2015;10;-8
Decepción;1/11/2015;2015;11;-6
Decepción;1/12/2015;2015;12;-3
Primavera;1/1/2015;2015;1;1
Primavera;1/2/2015;2015;2;-1
Primavera;1/3/2015;2015;3;-3
Primavera;1/4/2015;2015;4;-6
Primavera;1/5/2015;2015;5;-8
Primavera;1/6/2015;2015;6;-11
Primavera;1/7/2015;2015;7;-13
Primavera;1/8/2015;2015;8;-12
Primavera;1/9/2015;2015;9;-9
Primavera;1/10/2015;2015;10;-6
Primavera;1/11/2015;2015;11;-4
Primavera;1/12/2015;2015;12;0
Melchior;1/1/2015;2015;1;-4
Melchior;1/2/2015;2015;2;-6
Melchior;1/3/2015;2015;3;-8
Melchior;1/4/2015;2015;4;-11
Melchior;1/5/2015;2015;5;-13
Melchior;1/6/2015;2015;6;-16
Melchior;1/7/2015;2015;7;-18
Melchior;1/8/2015;2015;8;-17
Melchior;1/9/2015;2015;9;-14
Melchior;1/10/2015;2015;10;-11
Melchior;1/11/2015;2015;11;-9
Melchior;1/12/2015;2015;12;-6
Brown;1/1/2015;2015;1;-5
Brown;1/2/2015;2015;2;-7
Brown;1/3/2015;2015;3;-9
Brown;1/4/2015;2015;4;-12
Brown;1/5/2015;2015;5;-14
Brown;1/6/2015;2015;6;-17
Brown;1/7/2015;2015;7;-19
Brown;1/8/2015;2015;8;-18
Brown;1/9/2015;2015;9;-15
Brown;1/10/2015;2015;10;-12
Brown;1/11/2015;2015;11;-10
Brown;1/12/2015;2015;12;-7
Petrel;1/1/2015;2015;1;-4
Petrel;1/2/2015;2015;2;-6
Petrel;1/3/2015;2015;3;-8
Petrel;1/4/2015;2015;4;-11
Petrel;1/5/2015;2015;5;-13
Petrel;1/6/2015;2015;6;-16
Petrel;1/7/2015;2015;7;-18
Petrel;1/8/2015;2015;8;-17
Petrel;1/9/2015;2015;9;-14
Petrel;1/10/2015;2015;10;-11
Petrel;1/11/2015;2015;11;-9
Petrel;1/12/2015;2015;12;-6
Matienzo;1/1/2015;2015;1;-2
Matienzo;1/2/2015;2015;2;-4
Matienzo;1/3/2015;2015;3;-6
Matienzo;1/4/2015;2015;4;-9
Matienzo;1/5/2015;2015;5;-11
Matienzo;1/6/2015;2015;6;-14
Matienzo;1/7/2015;2015;7;-16
Matienzo;1/8/2015;2015;8;-15
Matienzo;1/9/2015;2015;9;-12
Matienzo;1/10/2015;2015;10;-9
Matienzo;1/11/2015;2015;11;-7
Matienzo;1/12/2015;2015;12;-4
Carlini;1/1/2016;2016;1;0
Carlini;1/2/2016;2016;2;-2
Carlini;1/3/2016;2016;3;-4
Carlini;1/4/2016;2016;4;-7
Carlini;1/5/2016;2016;5;-9
Carlini;1/6/2016;2016;6;-12
Carlini;1/7/2016;2016;7;-14
Carlini;1/8/2016;2016;8;-13
Carlini;1/9/2016;2016;9;-10
Carlini;1/10/2016;2016;10;-7
Carlini;1/11/2016;2016;11;-5
Carlini;1/12/2016;2016;12;-2
Esperanza;1/1/2016;2016;1;1
Esperanza;1/2/2016;2016;2;-1
Esperanza;1/3/2016;2016;3;-3
Esperanza;1/4/2016;2016;4;-6
Esperanza;1/5/2016;2016;5;-8
Esperanza;1/6/2016;2016;6;-11
Esperanza;1/7/2016;2016;7;-13
Esperanza;1/8/2016;2016;8;-12
Esperanza;1/9/2016;2016;9;-9
Esperanza;1/10/2016;2016;10;-6
Esperanza;1/11/2016;2016;11;-4
Esperanza;1/12/2016;2016;12;0
Marambio;1/1/2016;2016;1;-2
Marambio;1/2/2016;2016;2;-4
Marambio;1/3/2016;2016;3;-6
Marambio;1/4/2016;2016;4;-9
Marambio;1/5/2016;2016;5;-11
Marambio;1/6/2016;2016;6;-14
Marambio;1/7/2016;2016;7;-16
Marambio;1/8/2016;2016;8;-15
Marambio;1/9/2016;2016;9;-12
Marambio;1/10/2016;2016;10;-9
Marambio;1/11/2016;2016;11;-7
Marambio;1/12/2016;2016;12;-4
Orcadas;1/1/2016;2016;1;-3
Orcadas;1/2/2016;2016;2;-5
Orcadas;1/3/2016;2016;3;-7
Orcadas;1/4/2016;2016;4;-10
Orcadas;1/5/2016;2016;5;-12
Orcadas;1/6/2016;2016;6;-15
Orcadas;1/7/2016;2016;7;-17
Orcadas;1/8/2016;2016;8;-16
Orcadas;1/9/2016;2016;9;-13
Orcadas;1/10/2016;2016;10;-10
Orcadas;1/11/2016;2016;11;-8
Orcadas;1/12/2016;2016;12;-5
San Martín;1/1/2016;2016;1;2
San Martín;1/2/2016;2016;2;0
San Martín;1/3/2016;2016;3;-2
San Martín;1/4/2016;2016;4;-5
San Martín;1/5/2016;2016;5;-7
San Martín;1/6/2016;2016;6;-10
San Martín;1/7/2016;2016;7;-12
San Martín;1/8/2016;2016;8;-11
San Martín;1/9/2016;2016;9;-8
San Martín;1/10/2016;2016;10;-5
San Martín;1/11/2016;2016;11;-3
San Martín;1/12/2016;2016;12;1
Belgrano II;1/1/2016;2016;1;-6
Belgrano II;1/2/2016;2016;2;-8
Belgrano II;1/3/2016;2016;3;-10
Belgrano II;1/4/2016;2016;4;-13
Belgrano II;1/5/2016;2016;5;-15
Belgrano II;1/6/2016;2016;6;-18
Belgrano II;1/7/2016;2016;7;-20
Belgrano II;1/8/2016;2016;8;-19
Belgrano II;1/9/2016;2016;9;-15
Belgrano II;1/10/2016;2016;10;-12
Belgrano II;1/11/2016;2016;11;-10
Belgrano II;1/12/2016;2016;12;-7
Cámara;1/1/2016;2016;1;0
Cámara;1/2/2016;2016;2;-2
Cámara;1/3/2016;2016;3;-4
Cámara;1/4/2016;2016;4;-7
Cámara;1/5/2016;2016;5;-9
Cámara;1/6/2016;2016;6;-12
Cámara;1/7/2016;2016;7;-14
Cámara;1/8/2016;2016;8;-13
Cámara;1/9/2016;2016;9;-10
Cámara;1/10/2016;2016;10;-7
Cámara;1/11/2016;2016;11;-5
Cámara;1/12/2016;2016;12;-2
Decepción;1/1/2016;2016;1;-1
Decepción;1/2/2016;2016;2;-3
Decepción;1/3/2016;2016;3;-5
Decepción;1/4/2016;2016;4;-8
Decepción;1/5/2016;2016;5;-10
Decepción;1/6/2016;2016;6;-13
Decepción;1/7/2016;2016;7;-15
Decepción;1/8/2016;2016;8;-14
Decepción;1/9/2016;2016;9;-11
Decepción;1/10/2016;2016;10;-8
Decepción;1/11/2016;2016;11;-6
Decepción;1/12/2016;2016;12;-3
Primavera;1/1/2016;2016;1;1
Primavera;1/2/2016;2016;2;-1
Primavera;1/3/2016;2016;3;-3
Primavera;1/4/2016;2016;4;-6
Primavera;1/5/2016;2016;5;-8
Primavera;1/6/2016;2016;6;-11
Primavera;1/7/2016;2016;7;-13
Primavera;1/8/2016;2016;8;-12
Primavera;1/9/2016;2016;9;-9
Primavera;1/10/2016;2016;10;-6
Primavera;1/11/2016;2016;11;-4
Primavera;1/12/2016;2016;12;0
Melchior;1/1/2016;2016;1;-4
Melchior;1/2/2016;2016;2;-6
Melchior;1/3/2016;2016;3;-8
Melchior;1/4/2016;2016;4;-11
Melchior;1/5/2016;2016;5;-13
Melchior;1/6/2016;2016;6;-16
Melchior;1/7/2016;2016;7;-18
Melchior;1/8/2016;2016;8;-17
Melchior;1/9/2016;2016;9;-14
Melchior;1/10/2016;2016;10;-11
Melchior;1/11/2016;2016;11;-9
Melchior;1/12/2016;2016;12;-6
Brown;1/1/2016;2016;1;-5
Brown;1/2/2016;2016;2;-7
Brown;1/3/2016;2016;3;-9
Brown;1/4/2016;2016;4;-12
Brown;1/5/2016;2016;5;-14
Brown;1/6/2016;2016;6;-17
Brown;1/7/2016;2016;7;-19
Brown;1/8/2016;2016;8;-18
Brown;1/9/2016;2016;9;-15
Brown;1/10/2016;2016;10;-12
Brown;1/11/2016;2016;11;-10
Brown;1/12/2016;2016;12;-7
Petrel;1/1/2016;2016;1;-4
Petrel;1/2/2016;2016;2;-6
Petrel;1/3/2016;2016;3;-8
Petrel;1/4/2016;2016;4;-11
Petrel;1/5/2016;2016;5;-13
Petrel;1/6/2016;2016;6;-16
Petrel;1/7/2016;2016;7;-18
Petrel;1/8/2016;2016;8;-17
Petrel;1/9/2016;2016;9;-14
Petrel;1/10/2016;2016;10;-11
Petrel;1/11/2016;2016;11;-9
Petrel;1/12/2016;2016;12;-6
Matienzo;1/1/2016;2016;1;-2
Matienzo;1/2/2016;2016;2;-4
Matienzo;1/3/2016;2016;3;-6
Matienzo;1/4/2016;2016;4;-9
Matienzo;1/5/2016;2016;5;-11
Matienzo;1/6/2016;2016;6;-14
Matienzo;1/7/2016;2016;7;-16
Matienzo;1/8/2016;2016;8;-15
Matienzo;1/9/2016;2016;9;-12
Matienzo;1/10/2016;2016;10;-9
Matienzo;1/11/2016;2016;11;-7
Matienzo;1/12/2016;2016;12;-4
Carlini;1/1/2017;2017;1;0
Carlini;1/2/2017;2017;2;-2
Carlini;1/3/2017;2017;3;-4
Carlini;1/4/2017;2017;4;-7
Carlini;1/5/2017;2017;5;-9
Carlini;1/6/2017;2017;6;-12
Carlini;1/7/2017;2017;7;-14
Carlini;1/8/2017;2017;8;-13
Carlini;1/9/2017;2017;9;-10
Carlini;1/10/2017;2017;10;-7
Carlini;1/11/2017;2017;11;-5
Carlini;1/12/2017;2017;12;-2
Esperanza;1/1/2017;2017;1;1
Esperanza;1/2/2017;2017;2;-1
Esperanza;1/3/2017;2017;3;-3
Esperanza;1/4/2017;2017;4;-6
Esperanza;1/5/2017;2017;5;-8
Esperanza;1/6/2017;2017;6;-11
Esperanza;1/7/2017;2017;7;-13
Esperanza;1/8/2017;2017;8;-12
Esperanza;1/9/2017;2017;9;-9
Esperanza;1/10/2017;2017;10;-6
Esperanza;1/11/2017;2017;11;-4
Esperanza;1/12/2017;2017;12;0
Marambio;1/1/2017;2017;1;-2
Marambio;1/2/2017;2017;2;-4
Marambio;1/3/2017;2017;3;-6
Marambio;1/4/2017;2017;4;-9
Marambio;1/5/2017;2017;5;-11
Marambio;1/6/2017;2017;6;-14
Marambio;1/7/2017;2017;7;-16
Marambio;1/8/2017;2017;8;-15
Marambio;1/9/2017;2017;9;-12
Marambio;1/10/2017;2017;10;-9
Marambio;1/11/2017;2017;11;-7
Marambio;1/12/2017;2017;12;-4
Orcadas;1/1/2017;2017;1;-3
Orcadas;1/2/2017;2017;2;-5
Orcadas;1/3/2017;2017;3;-7
Orcadas;1/4/2017;2017;4;-10
Orcadas;1/5/2017;2017;5;-12
Orcadas;1/6/2017;2017;6;-15
Orcadas;1/7/2017;2017;7;-17
Orcadas;1/8/2017;2017;8;-16
Orcadas;1/9/2017;2017;9;-13
Orcadas;1/10/2017;2017;10;-10
Orcadas;1/11/2017;2017;11;-8
Orcadas;1/12/2017;2017;12;-5
San Martín;1/1/2017;2017;1;2
San Martín;1/2/2017;2017;2;0
San Martín;1/3/2017;2017;3;-2
San Martín;1/4/2017;2017;4;-5
San Martín;1/5/2017;2017;5;-7
San Martín;1/6/2017;2017;6;-10
San Martín;1/7/2017;2017;7;-12
San Martín;1/8/2017;2017;8;-11
San Martín;1/9/2017;2017;9;-8
San Martín;1/10/2017;2017;10;-5
San Martín;1/11/2017;2017;11;-3
San Martín;1/12/2017;2017;12;1
Belgrano II;1/1/2017;2017;1;-6
Belgrano II;1/2/2017;2017;2;-8
Belgrano II;1/3/2017;2017;3;-10
Belgrano II;1/4/2017;2017;4;-13
Belgrano II;1/5/2017;2017;5;-15
Belgrano II;1/6/2017;2017;6;-18
Belgrano II;1/7/2017;2017;7;-20
Belgrano II;1/8/2017;2017;8;-19
Belgrano II;1/9/2017;2017;9;-15
Belgrano II;1/10/2017;2017;10;-12
Belgrano II;1/11/2017;2017;11;-10
Belgrano II;1/12/2017;2017;12;-7
Cámara;1/1/2017;2017;1;0
Cámara;1/2/2017;2017;2;-2
Cámara;1/3/2017;2017;3;-4
Cámara;1/4/2017;2017;4;-7
Cámara;1/5/2017;2017;5;-9
Cámara;1/6/2017;2017;6;-12
Cámara;1/7/2017;2017;7;-14
Cámara;1/8/2017;2017;8;-13
Cámara;1/9/2017;2017;9;-10
Cámara;1/10/2017;2017;10;-7
Cámara;1/11/2017;2017;11;-5
Cámara;1/12/2017;2017;12;-2
Decepción;1/1/2017;2017;1;-1
Decepción;1/2/2017;2017;2;-3
Decepción;1/3/2017;2017;3;-5
Decepción;1/4/2017;2017;4;-8
Decepción;1/5/2017;2017;5;-10
Decepción;1/6/2017;2017;6;-13
Decepción;1/7/2017;2017;7;-15
Decepción;1/8/2017;2017;8;-14
Decepción;1/9/2017;2017;9;-11
Decepción;1/10/2017;2017;10;-8
Decepción;1/11/2017;2017;11;-6
Decepción;1/12/2017;2017;12;-3
Primavera;1/1/2017;2017;1;1
Primavera;1/2/2017;2017;2;-1
Primavera;1/3/2017;2017;3;-3
Primavera;1/4/2017;2017;4;-6
Primavera;1/5/2017;2017;5;-8
Primavera;1/6/2017;2017;6;-11
Primavera;1/7/2017;2017;7;-13
Primavera;1/8/2017;2017;8;-12
Primavera;1/9/2017;2017;9;-9
Primavera;1/10/2017;2017;10;-6
Primavera;1/11/2017;2017;11;-4
Primavera;1/12/2017;2017;12;0
Melchior;1/1/2017;2017;1;-4
Melchior;1/2/2017;2017;2;-6
Melchior;1/3/2017;2017;3;-8
Melchior;1/4/2017;2017;4;-11
Melchior;1/5/2017;2017;5;-13
Melchior;1/6/2017;2017;6;-16
Melchior;1/7/2017;2017;7;-18
Melchior;1/8/2017;2017;8;-17
Melchior;1/9/2017;2017;9;-14
Melchior;1/10/2017;2017;10;-11
Melchior;1/11/2017;2017;11;-9
Melchior;1/12/2017;2017;12;-6
Brown;1/1/2017;2017;1;-5
Brown;1/2/2017;2017;2;-7
Brown;1/3/2017;2017;3;-9
Brown;1/4/2017;2017;4;-12
Brown;1/5/2017;2017;5;-14
Brown;1/6/2017;2017;6;-17
Brown;1/7/2017;2017;7;-19
Brown;1/8/2017;2017;8;-18
Brown;1/9/2017;2017;9;-15
Brown;1/10/2017;2017;10;-12
Brown;1/11/2017;2017;11;-10
Brown;1/12/2017;2017;12;-7
Petrel;1/1/2017;2017;1;-4
Petrel;1/2/2017;2017;2;-6
Petrel;1/3/2017;2017;3;-8
Petrel;1/4/2017;2017;4;-11
Petrel;1/5/2017;2017;5;-13
Petrel;1/6/2017;2017;6;-16
Petrel;1/7/2017;2017;7;-18
Petrel;1/8/2017;2017;8;-17
Petrel;1/9/2017;2017;9;-14
Petrel;1/10/2017;2017;10;-11
Petrel;1/11/2017;2017;11;-9
Petrel;1/12/2017;2017;12;-6
Matienzo;1/1/2017;2017;1;-2
Matienzo;1/2/2017;2017;2;-4
Matienzo;1/3/2017;2017;3;-6
Matienzo;1/4/2017;2017;4;-9
Matienzo;1/5/2017;2017;5;-11
Matienzo;1/6/2017;2017;6;-14
Matienzo;1/7/2017;2017;7;-16
Matienzo;1/8/2017;2017;8;-15
Matienzo;1/9/2017;2017;9;-12
Matienzo;1/10/2017;2017;10;-9
Matienzo;1/11/2017;2017;11;-7
Matienzo;1/12/2017;2017;12;-4
Carlini;1/1/2018;2018;1;0
Carlini;1/2/2018;2018;2;-2
Carlini;1/3/2018;2018;3;-4
Carlini;1/4/2018;2018;4;-7
Carlini;1/5/2018;2018;5;-9
Carlini;1/6/2018;2018;6;-12
Carlini;1/7/2018;2018;7;-14
Carlini;1/8/2018;2018;8;-13
Carlini;1/9/2018;2018;9;-10
Carlini;1/10/2018;2018;10;-7
Carlini;1/11/2018;2018;11;-5
Carlini;1/12/2018;2018;12;-2
Esperanza;1/1/2018;2018;1;1
Esperanza;1/2/2018;2018;2;-1
Esperanza;1/3/2018;2018;3;-3
Esperanza;1/4/2018;2018;4;-6
Esperanza;1/5/2018;2018;5;-8
Esperanza;1/6/2018;2018;6;-11
Esperanza;1/7/2018;2018;7;-13
Esperanza;1/8/2018;2018;8;-12
Esperanza;1/9/2018;2018;9;-9
Esperanza;1/10/2018;2018;10;-6
Esperanza;1/11/2018;2018;11;-4
Esperanza;1/12/2018;2018;12;0
Marambio;1/1/2018;2018;1;-2
Marambio;1/2/2018;2018;2;-4
Marambio;1/3/2018;2018;3;-6
Marambio;1/4/2018;2018;4;-9
Marambio;1/5/2018;2018;5;-11
Marambio;1/6/2018;2018;6;-14
Marambio;1/7/2018;2018;7;-16
Marambio;1/8/2018;2018;8;-15
Marambio;1/9/2018;2018;9;-12
Marambio;1/10/2018;2018;10;-9
Marambio;1/11/2018;2018;11;-7
Marambio;1/12/2018;2018;12;-4
Orcadas;1/1/2018;2018;1;-3
Orcadas;1/2/2018;2018;2;-5
Orcadas;1/3/2018;2018;3;-7
Orcadas;1/4/2018;2018;4;-10
Orcadas;1/5/2018;2018;5;-12
Orcadas;1/6/2018;2018;6;-15
Orcadas;1/7/2018;2018;7;-17
Orcadas;1/8/2018;2018;8;-16
Orcadas;1/9/2018;2018;9;-13
Orcadas;1/10/2018;2018;10;-10
Orcadas;1/11/2018;2018;11;-8
Orcadas;1/12/2018;2018;12;-5
San Martín;1/1/2018;2018;1;2
San Martín;1/2/2018;2018;2;0
San Martín;1/3/2018;2018;3;-2
San Martín;1/4/2018;2018;4;-5
San Martín;1/5/2018;2018;5;-7
San Martín;1/6/2018;2018;6;-10
San Martín;1/7/2018;2018;7;-12
San Martín;1/8/2018;2018;8;-11
San Martín;1/9/2018;2018;9;-8
San Martín;1/10/2018;2018;10;-5
San Martín;1/11/2018;2018;11;-3
San Martín;1/12/2018;2018;12;1
Belgrano II;1/1/2018;2018;1;-6
Belgrano II;1/2/2018;2018;2;-8
Belgrano II;1/3/2018;2018;3;-10
Belgrano II;1/4/2018;2018;4;-13
Belgrano II;1/5/2018;2018;5;-15
Belgrano II;1/6/2018;2018;6;-18
Belgrano II;1/7/2018;2018;7;-20
Belgrano II;1/8/2018;2018;8;-19
Belgrano II;1/9/2018;2018;9;-15
Belgrano II;1/10/2018;2018;10;-12
Belgrano II;1/11/2018;2018;11;-10
Belgrano II;1/12/2018;2018;12;-7
Cámara;1/1/2018;2018;1;0
Cámara;1/2/2018;2018;2;-2
Cámara;1/3/2018;2018;3;-4
Cámara;1/4/2018;2018;4;-7
Cámara;1/5/2018;2018;5;-9
Cámara;1/6/2018;2018;6;-12
Cámara;1/7/2018;2018;7;-14
Cámara;1/8/2018;2018;8;-13
Cámara;1/9/2018;2018;9;-10
Cámara;1/10/2018;2018;10;-7
Cámara;1/11/2018;2018;11;-5
Cámara;1/12/2018;2018;12;-2
Decepción;1/1/2018;2018;1;-1
Decepción;1/2/2018;2018;2;-3
Decepción;1/3/2018;2018;3;-5
Decepción;1/4/2018;2018;4;-8
Decepción;1/5/2018;2018;5;-10
Decepción;1/6/2018;2018;6;-13
Decepción;1/7/2018;2018;7;-15
Decepción;1/8/2018;2018;8;-14
Decepción;1/9/2018;2018;9;-11
Decepción;1/10/2018;2018;10;-8
Decepción;1/11/2018;2018;11;-6
Decepción;1/12/2018;2018;12;-3
Primavera;1/1/2018;2018;1;1
Primavera;1/2/2018;2018;2;-1
Primavera;1/3/2018;2018;3;-3
Primavera;1/4/2018;2018;4;-6
Primavera;1/5/2018;2018;5;-8
Primavera;1/6/2018;2018;6;-11
Primavera;1/7/2018;2018;7;-13
Primavera;1/8/2018;2018;8;-12
Primavera;1/9/2018;2018;9;-9
Primavera;1/10/2018;2018;10;-6
Primavera;1/11/2018;2018;11;-4
